id,name,region,category,lat,lng,has_image,image_source,image_url,image_thumbnail,image_page,image_title,image_verified,image_verification_score,image_verification_max,image_rejected_count,image_was_new,image_reject_reasons,v1_license,v2_metadata,v3_safe,v4_gps,v5_vision
p620,Store Venjetinden,Møre og Romsdal,mountain_hike,62.50762,7.84004,False,,,,,,False,0,5,0,False,,,,,,
p621,Salhøa,Møre og Romsdal,mountain_hike,62.35937,9.01888,False,,,,,,False,0,5,0,False,,,,,,
p622,Skarven,Møre og Romsdal,mountain_hike,62.61453,7.85177,False,,,,,,False,0,5,0,False,,,,,,
p623,Rjuptinden,Møre og Romsdal,mountain_hike,62.68943,7.77997,False,,,,,,False,0,5,0,False,,,,,,
p624,Heimre Rjuptinden,Møre og Romsdal,mountain_hike,62.68982,7.75882,False,,,,,,False,0,5,0,False,,,,,,
p625,Snarketinden,Møre og Romsdal,mountain_hike,62.67588,7.82849,False,,,,,,False,0,5,0,False,,,,,,
p626,Daurmålhaugen,Møre og Romsdal,mountain_hike,62.69831,7.84081,False,,,,,,False,0,5,0,False,,,,,,
p627,Vaffeltoppen,Agder,mountain_hike,58.50772,8.8778,False,,,,,,False,0,5,0,False,,,,,,
p628,Takseråsen,Agder,mountain_hike,58.51252,8.88361,False,,,,,,False,0,5,0,False,,,,,,
p629,Øygardsåsen,Agder,mountain_hike,58.54349,8.96257,False,,,,,,False,0,5,0,False,,,,,,
p630,Hvalåsen,Agder,mountain_hike,58.54607,8.97157,False,,,,,,False,0,5,0,False,,,,,,
p631,Furukongen,Agder,mountain_hike,58.44747,8.75528,False,,,,,,False,0,5,0,False,,,,,,
p632,Ulleråsen,Agder,mountain_hike,58.5038,8.87161,False,,,,,,False,0,5,0,False,,,,,,
p633,Påskedagsheia,Agder,mountain_hike,58.41746,8.70561,False,,,,,,False,0,5,0,False,,,,,,
p634,Trollefjell,Agder,mountain_hike,58.38065,8.6966,False,,,,,,False,0,5,0,False,,,,,,
p635,Åkerslia,Innlandet,mountain_hike,60.9913,12.08391,False,,,,,,False,0,5,0,False,,,,,,
p636,Gamphaugen,Innlandet,mountain_hike,61.08271,12.08897,False,,,,,,False,0,5,0,False,,,,,,
p637,Gjeddsjøberget,Innlandet,mountain_hike,60.96051,12.0201,False,,,,,,False,0,5,0,False,,,,,,
p638,Håberget,Innlandet,mountain_hike,61.06299,12.0465,False,,,,,,False,0,5,0,False,,,,,,
p639,Flisberget,Innlandet,mountain_hike,61.01042,12.10033,False,,,,,,False,0,5,1,False,Flisberget: L1: Unknown or restricted license: ,,,,,
p640,Nonshøa,Trøndelag,mountain_hike,62.66235,9.02645,False,,,,,,False,0,5,0,False,,,,,,
p641,Ingebjørgsfjellet,Vestland,mountain_hike,61.31283,7.51422,False,,,,,,False,0,5,0,False,,,,,,
p642,Holtane,Vestland,mountain_hike,61.39412,7.51207,False,,,,,,False,0,5,0,False,,,,,,
p643,Kinnfokfjellet,Vestland,mountain_hike,61.4916,7.50671,False,,,,,,False,0,5,0,False,,,,,,
p644,Greineggi,Vestland,mountain_hike,61.70274,7.52436,False,,,,,,False,0,5,0,False,,,,,,
p645,Leirbotnnosi,Vestland,mountain_hike,61.64812,7.50189,False,,,,,,False,0,5,0,False,,,,,,
p646,Martadalsnosi,Vestland,mountain_hike,61.66908,7.50274,False,,,,,,False,0,5,0,False,,,,,,
p647,Sprangdalseggi,Vestland,mountain_hike,61.76029,7.51465,False,,,,,,False,0,5,0,False,,,,,,
p648,Kolinosi,Vestland,mountain_hike,61.58699,7.53402,False,,,,,,False,0,5,0,False,,,,,,
p649,Kalianoppknuvlen,Innlandet,mountain_hike,61.09776,12.35861,False,,,,,,False,0,5,0,False,,,,,,
p650,Gudfallknappen,Innlandet,mountain_hike,61.10024,12.34457,False,,,,,,False,0,5,0,False,,,,,,
p651,Knappa,Innlandet,mountain_hike,61.12677,12.02963,False,,,,,,False,0,5,0,False,,,,,,
p652,Batteriåsen,Østfold,mountain_hike,59.60927,11.12918,False,,,,,,False,0,5,0,False,,,,,,
p653,Romsåsen,Østfold,mountain_hike,59.58824,11.10955,False,,,,,,False,0,5,0,False,,,,,,
p654,Kråkåsen,Østfold,mountain_hike,59.58883,11.123,False,,,,,,False,0,5,0,False,,,,,,
p655,Falkenuten,Telemark,mountain_hike,60.01462,7.48755,False,,,,,,False,0,5,0,False,,,,,,
p656,Brasfetnuten,Telemark,mountain_hike,60.01727,7.43091,False,,,,,,False,0,5,0,False,,,,,,
p657,Kikkeråsen,Akershus,mountain_hike,59.58229,10.66796,False,,,,,,False,0,5,0,False,,,,,,
p658,Store Hiesten,Østfold,mountain_hike,59.44232,11.47719,False,,,,,,False,0,5,0,False,,,,,,
p659,Østbyseterhøyda,Østfold,mountain_hike,59.46448,11.4484,False,,,,,,False,0,5,0,False,,,,,,
p660,Kåsheia,Telemark,mountain_hike,59.08051,8.75649,False,,,,,,False,0,5,0,False,,,,,,
p661,Måna,Telemark,mountain_hike,59.12086,8.83143,False,,,,,,False,0,5,1,False,Måna: L1: Unknown or restricted license: ,,,,,
p662,Rønnomnibben,Telemark,mountain_hike,59.12852,8.82148,False,,,,,,False,0,5,0,False,,,,,,
p663,Netten,Telemark,mountain_hike,58.92837,8.56101,False,,,,,,False,0,5,0,False,,,,,,
p664,Velaus,Telemark,mountain_hike,58.87917,8.77924,False,,,,,,False,0,5,0,False,,,,,,
p665,Solhomfjell,Telemark,mountain_hike,58.95918,8.76967,False,,,,,,False,0,5,0,False,,,,,,
p666,Rakelstadfjellet,Østfold,mountain_hike,59.61614,11.00834,False,,,,,,False,0,5,0,False,,,,,,
p667,Spydeberg varde,Østfold,mountain_hike,59.57789,11.0059,False,,,,,,False,0,5,0,False,,,,,,
p668,Klompåsen,Østfold,mountain_hike,59.6323,11.06532,False,,,,,,False,0,5,0,False,,,,,,
p669,Bjørnåsen,Akershus,mountain_hike,59.64279,10.54419,False,,,,,,False,0,5,0,False,,,,,,
p670,Midtskogåsen,Akershus,mountain_hike,59.65192,10.54091,False,,,,,,False,0,5,0,False,,,,,,
p671,Årosfjellet,Akershus,mountain_hike,59.71093,10.51637,False,,,,,,False,0,5,0,False,,,,,,
p672,Tivoliåsen,Akershus,mountain_hike,59.70758,10.51788,False,,,,,,False,0,5,0,False,,,,,,
p673,Lauvåsen,Akershus,mountain_hike,59.67404,10.50056,False,,,,,,False,0,5,0,False,,,,,,
p674,Stikkvannskollen,Akershus,mountain_hike,59.63069,10.52459,False,,,,,,False,0,5,0,False,,,,,,
p675,Dustadkollen,Akershus,mountain_hike,59.57007,10.50313,False,,,,,,False,0,5,0,False,,,,,,
p676,Måsvasstind,Møre og Romsdal,mountain_hike,62.63504,7.81576,False,,,,,,False,0,5,0,False,,,,,,
p677,Viddefladen,Agder,mountain_hike,58.36223,8.62971,False,,,,,,False,0,5,0,False,,,,,,
p678,Ankerfjellet,Agder,mountain_hike,58.34125,8.67703,False,,,,,,False,0,5,0,False,,,,,,
p679,Lindesnes fyr,Agder,lighthouse,57.9825,7.04667,False,,,,,,False,0,5,0,False,,,,,,
p680,Lista fyr,Agder,lighthouse,58.10929,6.56691,False,,,,,,False,0,5,0,False,,,,,,
p681,Færder fyr,Vestfold,lighthouse,59.02681,10.52464,False,,,,,,False,0,5,0,False,,,,,,
p682,Oksøy fyr,Agder,lighthouse,58.07229,8.05282,False,,,,,,False,0,5,1,False,Oksøy fyr: L1: Unknown or restricted license: ,,,,,
p683,Ryvingen fyr,Agder,lighthouse,57.96807,7.49158,False,,,,,,False,0,5,5,False,Ryvingen fyr: L1: Unknown or restricted license: ; Fishing Ryvingen.jpg: L1: Unknown or restricted license: cc by 2.0; Utsikt fra Ryvingen fyr mot Lindesneshalvøya.jpg: L1: Unknown or restricted license: cc by 2.0,,,,,
p684,Marstein fyr,Vestland,lighthouse,60.13066,5.00917,False,,,,,,False,0,5,1,False,Marstein fyr: L1: Unknown or restricted license: ,,,,,
p685,Grønningen fyr,Agder,lighthouse,58.08138,8.08789,False,,,,,,False,0,5,1,False,Grønningen fyr: L1: Unknown or restricted license: ,,,,,
p686,Eigerøy fyr,Rogaland,lighthouse,58.43081,5.86762,False,,,,,,False,0,5,0,False,,,,,,
p687,Hellisøy fyr,Vestland,lighthouse,60.75209,4.71069,False,,,,,,False,0,5,0,False,,,,,,
p688,Ryvarden fyr,Vestland,lighthouse,59.52693,5.22516,False,,,,,,False,0,5,0,False,,,,,,
p689,Torungen fyr,Agder,lighthouse,58.39885,8.79025,False,,,,,,False,0,5,0,False,,,,,,
p690,Ona fyr,Møre og Romsdal,lighthouse,62.8634,6.54363,False,,,,,,False,0,5,0,False,,,,,,
p691,Lille Torungen fyr,Agder,lighthouse,58.41204,8.79166,False,,,,,,False,0,5,0,False,,,,,,
p692,Grip fyr,Møre og Romsdal,lighthouse,63.23387,7.60913,False,,,,,,False,0,5,0,False,,,,,,
p693,Kvitsøy,Rogaland,lighthouse,59.06202,5.4001,False,,,,,,False,0,5,0,False,,,,,,
p694,Utsira fyr,Rogaland,lighthouse,59.30686,4.87123,False,,,,,,False,0,5,0,False,,,,,,
p695,Ulla fyr,Møre og Romsdal,lighthouse,62.6851,6.16513,False,,,,,,False,0,5,0,False,,,,,,
p696,Obrestad fyr,Rogaland,lighthouse,58.65801,5.55427,False,,,,,,False,0,5,0,False,,,,,,
p697,Hellevik Lighthouse (Range Rear),Møre og Romsdal,lighthouse,62.63625,6.1761,False,,,,,,False,0,5,0,False,,,,,,
p698,Skalmen fyr,Møre og Romsdal,lighthouse,63.47215,7.75718,False,,,,,,False,0,5,0,False,,,,,,
p699,Svenner fyr,Vestfold,lighthouse,58.96917,10.14787,False,,,,,,False,0,5,0,False,,,,,,
p700,Fulehuk fyr,Vestfold,lighthouse,59.17534,10.5992,False,,,,,,False,0,5,5,False,Fulehuk fyr: L1: Unknown or restricted license: ; Lille Rauer fra innerst i bukta mot nord - panoramio.jpg: L1: Unknown or restricted license: cc by 3.0; Lille Rauer - panoramio.jpg: L1: Unknown or restricted license: cc by 3.0,,,,,
p701,Tvistein fyr,Vestfold,lighthouse,58.93808,9.93634,False,,,,,,False,0,5,2,False,Tvistein fyr: L1: Unknown or restricted license: ; Tvistein fyrstasjon.jpg: L1: Unknown or restricted license: cc by-sa 4.0,,,,,
p702,Langøytangen fyr,Telemark,lighthouse,58.99169,9.75708,False,,,,,,False,0,5,5,False,"Langøytangen fyr: L1: Unknown or restricted license: ; Apoderus coryli-p.jpg: L1: Unknown or restricted license: cc by-sa 4.0; Hesteklova, Langesundstangen naturreservat, 2023 (2).jpg: L1: Unknown or restricted license: cc by-sa 4.0",,,,,
p703,Torbjørnskjær fyr,Østfold,lighthouse,58.99632,10.7817,False,,,,,,False,0,5,0,False,,,,,,
p704,Gullholmen fyr,Østfold,lighthouse,59.4352,10.5767,False,,,,,,False,0,5,0,False,,,,,,
p705,Stavernsodden fyr,Vestfold,lighthouse,58.98739,10.05228,False,,,,,,False,0,5,0,False,,,,,,
p706,Molja fyr,Møre og Romsdal,lighthouse,62.47454,6.15012,False,,,,,,False,0,5,0,False,,,,,,
p707,Homlungen fyr,Østfold,lighthouse,59.01606,11.02409,False,,,,,,False,0,5,0,False,,,,,,
p708,Jomfruland fyr,Telemark,lighthouse,58.86511,9.59637,False,,,,,,False,0,5,0,False,,,,,,
p709,Strømtangen fyr,Østfold,lighthouse,59.15119,10.82944,False,,,,,,False,0,5,0,False,,,,,,
p710,Struten fyr,Østfold,lighthouse,59.11817,10.74133,False,,,,,,False,0,5,0,False,,,,,,
p711,Strømtangen fyr – Kragerø,Telemark,lighthouse,58.83671,9.4643,False,,,,,,False,0,5,0,False,,,,,,
p712,Kavringen fyr,Süd-/Mittelnorwegen,lighthouse,59.89981,10.72202,False,,,,,,False,0,5,0,False,,,,,,
p713,Slevik,Østfold,lighthouse,59.18167,10.79757,False,,,,,,False,0,5,0,False,,,,,,
p714,Fløberg lykt,Østfold,lighthouse,59.04012,11.41934,False,,,,,,False,0,5,0,False,,,,,,
p715,Leirvik Fyr,Vestland,lighthouse,59.78185,5.50429,False,,,,,,False,0,5,0,False,,,,,,
p716,Tyneset Fyr,Vestland,lighthouse,59.79804,5.53861,False,,,,,,False,0,5,0,False,,,,,,
p717,Terningen fyr,Trøndelag,lighthouse,63.49379,9.0394,False,,,,,,False,0,5,0,False,,,,,,
p718,Fladholmen fyr,Rogaland,lighthouse,58.92241,5.55548,False,,,,,,False,0,5,0,False,,,,,,
p719,Slåtterøy fyr,Vestland,lighthouse,59.90805,5.06726,False,,,,,,False,0,5,0,False,,,,,,
p720,Feistein fyr,Rogaland,lighthouse,58.82637,5.50514,False,,,,,,False,0,5,0,False,,,,,,
p721,Litle Prestskjeret fyr,Rogaland,lighthouse,58.32289,6.25748,False,,,,,,False,0,5,0,False,,,,,,
p722,Lyngør fyr,Agder,lighthouse,58.63579,9.14831,False,,,,,,False,0,5,0,False,,,,,,
p723,Odderøya Fyr,Agder,lighthouse,58.13144,8.00225,False,,,,,,False,0,5,0,False,,,,,,
p724,Hattholmen fyr,Agder,lighthouse,58.00344,7.44946,False,,,,,,False,0,5,0,False,,,,,,
p725,Høgfallet,Møre og Romsdal,waterfall,62.76923,8.2234,False,,,,,,False,0,5,0,False,,,,,,
p726,Hovsfoss,Buskerud,waterfall,60.18687,10.23704,False,,,,,,False,0,5,0,False,,,,,,
p727,Hensfossen,Buskerud,waterfall,60.21129,10.23657,False,,,,,,False,0,5,0,False,,,,,,
p728,Hattebergfossen,Vestland,waterfall,59.98622,6.04143,False,,,,,,False,0,5,0,False,,,,,,
p729,Furebergsfossen,Vestland,waterfall,60.09973,6.16973,False,,,,,,False,0,5,0,False,,,,,,
p730,Sundefossen,Vestland,waterfall,60.13305,6.36288,False,,,,,,False,0,5,0,False,,,,,,
p731,Skyrdalsfossen,Vestland,waterfall,60.19933,6.34646,False,,,,,,False,0,5,0,False,,,,,,
p732,Stødnafossen,Vestland,waterfall,61.11145,7.49974,False,,,,,,False,0,5,0,False,,,,,,
p733,Rønningsfossen,Innlandet,waterfall,61.10169,12.41615,False,,,,,,False,0,5,0,False,,,,,,
p734,Grønmyrfallet,Innlandet,waterfall,61.44747,12.24348,False,,,,,,False,0,5,0,False,,,,,,
p735,Kongsbekkfossen,Innlandet,waterfall,61.4672,12.23351,False,,,,,,False,0,5,0,False,,,,,,
p736,Veslfallet,Innlandet,waterfall,61.35576,12.17758,False,,,,,,False,0,5,0,False,,,,,,
p737,Vetlefossen,Vestland,waterfall,60.85555,6.81108,False,,,,,,False,0,5,0,False,,,,,,
p738,Brurasløret,Møre og Romsdal,waterfall,62.42332,8.02187,False,,,,,,False,0,5,0,False,,,,,,
p739,Gluterfossen,Møre og Romsdal,waterfall,62.5205,7.96881,False,,,,,,False,0,5,0,False,,,,,,
p740,Ljosurfossen,Møre og Romsdal,waterfall,62.08378,7.06634,False,,,,,,False,0,5,1,False,Ljosurfossen: L1: Unknown or restricted license: ,,,,,
p741,Svartåsfossen,Trøndelag,waterfall,63.28839,11.2973,False,,,,,,False,0,5,0,False,,,,,,
p742,Skeidslåfossen,Vestland,waterfall,61.16094,7.66315,False,,,,,,False,0,5,1,False,Skeidslåfossen: L1: Unknown or restricted license: ,,,,,
p743,Kyrfoss,Vestland,waterfall,61.33363,7.88942,False,,,,,,False,0,5,0,False,,,,,,
p744,Grønnmyrfossen,Buskerud,waterfall,60.13427,9.94792,False,,,,,,False,0,5,0,False,,,,,,
p745,Presten,Trøndelag,waterfall,63.16434,9.36309,False,,,,,,False,0,5,0,False,,,,,,
p746,Ner Kvernfossen,Trøndelag,waterfall,63.1725,9.99202,False,,,,,,False,0,5,0,False,,,,,,
p747,Kvislefoss,Buskerud,waterfall,60.841,8.42292,False,,,,,,False,0,5,0,False,,,,,,
p748,Brattfoss,Süd-/Mittelnorwegen,waterfall,60.54682,7.67334,False,,,,,,False,0,5,0,False,,,,,,
p749,Hagafossen,Buskerud,waterfall,60.59648,8.34762,False,,,,,,False,0,5,0,False,,,,,,
p750,Kvåsfossen,Agder,waterfall,58.26449,7.18993,False,,,,,,False,0,5,0,False,,,,,,
p751,Skrelifallan,Agder,waterfall,58.15259,6.89479,False,,,,,,False,0,5,0,False,,,,,,
p752,Glofossen,Agder,waterfall,58.19626,7.03938,False,,,,,,False,0,5,0,False,,,,,,
p753,Furafalla,Innlandet,waterfall,60.94479,11.25366,False,,,,,,False,0,5,0,False,,,,,,
p754,Nedre Frysihjelfossen,Innlandet,waterfall,60.48874,10.24104,False,,,,,,False,0,5,0,False,,,,,,
p755,Bergføss,Innlandet,waterfall,60.73991,9.59331,False,,,,,,False,0,5,0,False,,,,,,
p756,Svae,Innlandet,waterfall,60.7564,9.648,False,,,,,,False,0,5,0,False,,,,,,
p757,Skjerkefossen,Agder,waterfall,58.71809,7.18342,False,,,,,,False,0,5,0,False,,,,,,
p758,Bjorlofoss,Agder,waterfall,58.66719,7.02242,False,,,,,,False,0,5,0,False,,,,,,
p759,Knarvestølfallet,Agder,waterfall,58.33033,6.93429,False,,,,,,False,0,5,0,False,,,,,,
p760,Røylandsfossen,Agder,waterfall,58.53895,7.03143,False,,,,,,False,0,5,0,False,,,,,,
p761,Ruganfossen,Agder,waterfall,58.53238,6.90657,False,,,,,,False,0,5,0,False,,,,,,
p762,Fosshøgget,Telemark,waterfall,59.33973,8.48591,False,,,,,,False,0,5,0,False,,,,,,
p763,Storstraum,Telemark,waterfall,59.3188,8.43328,False,,,,,,False,0,5,0,False,,,,,,
p764,Fosshogget – Kviteseid,Telemark,waterfall,59.27619,8.34914,False,,,,,,False,0,5,0,False,,,,,,
p765,Hallingbrufossen,Buskerud,waterfall,60.26127,9.3562,False,,,,,,False,0,5,0,False,,,,,,
p766,Bråtaseterfoss,Buskerud,waterfall,60.26654,9.41169,False,,,,,,False,0,5,2,False,Tempelsetra Blue.jpg: L1: Unknown or restricted license: cc by 2.0; Fjellstuekontor.jpg: L1: Unknown or restricted license: cc by-sa 4.0,,,,,
p767,Langefoss,Buskerud,waterfall,60.1338,9.41016,False,,,,,,False,0,5,0,False,,,,,,
p768,Fosserfoss,Østfold,waterfall,59.37584,11.46299,False,,,,,,False,0,5,0,False,,,,,,
p769,Julsrud foss,Østfold,waterfall,59.28968,11.42842,False,,,,,,False,0,5,0,False,,,,,,
p770,Dritufoss,Østfold,waterfall,59.33831,11.38504,False,,,,,,False,0,5,0,False,,,,,,
p771,Storetorpfossen,Østfold,waterfall,59.35943,11.51729,False,,,,,,False,0,5,0,False,,,,,,
p772,Sørdalsfoss,Østfold,waterfall,59.38211,11.55468,False,,,,,,False,0,5,0,False,,,,,,
p773,Svenstadånfossen,Telemark,waterfall,59.08701,8.81126,False,,,,,,False,0,5,0,False,,,,,,
p774,Fentefossen,Telemark,waterfall,59.2383,8.66172,False,,,,,,False,0,5,0,False,,,,,,
p775,Svarthola/Vistehålå,Rogaland,geology,58.98729,5.59666,False,,,,,,False,0,5,0,False,,,,,,
p776,Mikaelshulen,Telemark,geology,59.21973,9.47586,False,,,,,,False,0,5,0,False,,,,,,
p777,Jarlshola,Trøndelag,geology,63.27644,10.26292,False,,,,,,False,0,5,0,False,,,,,,
p778,Radiohola,Vestland,geology,59.77959,5.80699,False,,,,,,False,0,5,0,False,,,,,,
p779,Mareminnehollet,Vestland,geology,60.40464,5.32241,False,,,,,,False,0,5,0,False,,,,,,
p780,Røverhulene,Akershus,geology,59.98166,10.90164,False,,,,,,False,0,5,0,False,,,,,,
p781,Milorghula,Süd-/Mittelnorwegen,geology,59.85348,10.8869,False,,,,,,False,0,5,0,False,,,,,,
p782,Kjerringhula,Süd-/Mittelnorwegen,geology,59.90158,10.85788,False,,,,,,False,0,5,0,False,,,,,,
p783,Wernerhula,Süd-/Mittelnorwegen,geology,59.9806,10.80639,False,,,,,,False,0,5,0,False,,,,,,
p784,Tolvmannshula,Süd-/Mittelnorwegen,geology,59.97756,10.79606,False,,,,,,False,0,5,0,False,,,,,,
p785,Finnpålstuggu,Trøndelag,geology,63.32315,10.6911,False,,,,,,False,0,5,0,False,,,,,,
p786,Sigurd Slembe hola,Vestland,geology,60.49316,5.26033,False,,,,,,False,0,5,0,False,,,,,,
p787,Svartahålå,Rogaland,geology,59.08149,5.61484,False,,,,,,False,0,5,0,False,,,,,,
p788,Grashålå,Rogaland,geology,58.97534,5.7477,False,,,,,,False,0,5,0,False,,,,,,
p789,Kjetil Rasks ur,Agder,geology,58.06761,8.00356,False,,,,,,False,0,5,0,False,,,,,,
p790,Ole Høylands hule,Agder,geology,58.23981,8.1176,False,,,,,,False,0,5,0,False,,,,,,
p791,Svarttjernsgrotta,Buskerud,geology,59.7712,10.03158,False,,,,,,False,0,5,0,False,,,,,,
p792,Tyskerhula,Buskerud,geology,59.60828,10.4032,False,,,,,,False,0,5,0,False,,,,,,
p793,Busopphola,Akershus,geology,59.93893,10.46433,False,,,,,,False,0,5,0,False,,,,,,
p794,Franskhellaren,Møre og Romsdal,geology,62.64428,6.52846,False,,,,,,False,0,5,0,False,,,,,,
p795,Hattehulene,Østfold,geology,59.26421,10.97853,False,,,,,,False,0,5,0,False,,,,,,
p796,MILORG Våpenlager fra 2.verdenskrig,Østfold,geology,59.20845,10.87048,False,,,,,,False,0,5,0,False,,,,,,
p797,Rottenikkens hule,Vestfold,geology,59.16251,10.23534,False,,,,,,False,0,5,0,False,,,,,,
p798,Bjødnahiet,Vestland,geology,60.64752,6.81724,False,,,,,,False,0,5,0,False,,,,,,
p799,Bjørnehulen,Østfold,geology,59.12114,11.22777,False,,,,,,False,0,5,0,False,,,,,,
p800,Smiehålå,Rogaland,geology,59.0157,6.28925,False,,,,,,False,0,5,0,False,,,,,,
p801,Røverhula,Vestfold,geology,59.45056,10.44786,False,,,,,,False,0,5,5,False,Lort2.JPG: L1: Unknown or restricted license: cc by-sa 3.0; Lort1.JPG: L1: Unknown or restricted license: cc by-sa 3.0; Lort3.JPG: L1: Unknown or restricted license: cc by-sa 3.0,,,,,
p802,Helleramshula,Buskerud,geology,60.1215,10.41451,False,,,,,,False,0,5,0,False,,,,,,
p803,Fleske-Lars' sommerhule,Buskerud,geology,60.13423,10.49864,False,,,,,,False,0,5,0,False,,,,,,
p804,Tjuvenborghula,Buskerud,geology,60.32921,9.97865,False,,,,,,False,0,5,0,False,,,,,,
p805,Milorghula – Lørenskog,Akershus,geology,59.92146,11.02483,False,,,,,,False,0,5,0,False,,,,,,
p806,Nilsehula,Süd-/Mittelnorwegen,geology,59.86398,10.9256,False,,,,,,False,0,5,0,False,,,,,,
p807,Gålo i Gullberg,Vestland,geology,59.77238,5.5136,False,,,,,,False,0,5,0,False,,,,,,
p808,Dragens hule,Telemark,geology,58.97817,9.33099,False,,,,,,False,0,5,0,False,,,,,,
p809,Lågåsmyrhelleren,Telemark,geology,58.83116,9.33573,False,,,,,,False,0,5,0,False,,,,,,
p810,Hestneshola,Trøndelag,geology,63.58991,8.5962,False,,,,,,False,0,5,0,False,,,,,,
p811,Holet,Møre og Romsdal,geology,62.30856,6.34589,False,,,,,,False,0,5,0,False,,,,,,
p812,Hedlebergshidleren,Vestland,geology,60.02334,5.86866,False,,,,,,False,0,5,0,False,,,,,,
p813,Tjuvolahula,Innlandet,geology,61.11481,10.80506,False,,,,,,False,0,5,0,False,,,,,,
p814,Veslegruva,Innlandet,geology,61.36273,9.64503,False,,,,,,False,0,5,0,False,,,,,,
p815,Solbergfoss,Østfold,dam,59.63766,11.15442,False,,,,,,False,0,5,0,False,,,,,,
p816,Zakkariasdammen,Møre og Romsdal,dam,62.20154,7.49024,False,,,,,,False,0,5,0,False,,,,,,
p817,Ringedalsdammen,Vestland,dam,60.12837,6.63757,False,,,,,,False,0,5,0,False,,,,,,
p818,Elvåga dam,Akershus,dam,59.88842,10.90953,False,,,,,,False,0,5,0,False,,,,,,
p819,Breisjødammene,Süd-/Mittelnorwegen,dam,59.97927,10.86607,False,,,,,,False,0,5,0,False,,,,,,
p820,Alunsjødammen,Süd-/Mittelnorwegen,dam,59.96636,10.859,False,,,,,,False,0,5,0,False,,,,,,
p821,Sandungsdammen,Süd-/Mittelnorwegen,dam,60.10795,10.66238,False,,,,,,False,0,5,0,False,,,,,,
p822,Myrdammen,Süd-/Mittelnorwegen,dam,60.08711,10.67705,False,,,,,,False,0,5,0,False,,,,,,
p823,Skådammen,Süd-/Mittelnorwegen,dam,60.03862,10.55381,False,,,,,,False,0,5,0,False,,,,,,
p824,Osdammen,Akershus,dam,59.96504,10.62347,False,,,,,,False,0,5,0,False,,,,,,
p825,Osen dam,Trøndelag,dam,63.39931,10.52423,False,,,,,,False,0,5,0,False,,,,,,
p826,Baklidammen,Trøndelag,dam,63.41848,10.32452,False,,,,,,False,0,5,0,False,,,,,,
p827,Kobberdammen,Trøndelag,dam,63.42283,10.28206,False,,,,,,False,0,5,0,False,,,,,,
p828,Holstdammen,Trøndelag,dam,63.44102,10.28925,False,,,,,,False,0,5,0,False,,,,,,
p829,Lykkjdammen,Trøndelag,dam,63.44706,10.30172,False,,,,,,False,0,5,0,False,,,,,,
p830,Nedrediket,Vestland,dam,60.40582,5.34724,False,,,,,,False,0,5,0,False,,,,,,
p831,Nyediket,Vestland,dam,60.40694,5.35049,False,,,,,,False,0,5,0,False,,,,,,
p832,Grotjønnstemmen,Agder,dam,58.1551,7.94357,False,,,,,,False,0,5,0,False,,,,,,
p833,Kloppavassteppinga,Møre og Romsdal,dam,62.80829,7.48724,False,,,,,,False,0,5,0,False,,,,,,
p834,Kleivdammen,Møre og Romsdal,dam,62.84196,8.11569,False,,,,,,False,0,5,0,False,,,,,,
p835,Flatsetdammen,Møre og Romsdal,dam,63.03788,7.77684,False,,,,,,False,0,5,0,False,,,,,,
p836,Storåna,Rogaland,dam,59.14787,6.60354,False,,,,,,False,0,5,0,False,,,,,,
p837,Svarkedammen,Innlandet,dam,60.96554,10.34041,False,,,,,,False,0,5,0,False,,,,,,
p838,Flisflodammen,Innlandet,dam,60.99778,12.08347,False,,,,,,False,0,5,0,False,,,,,,
p839,Høgåsdammen,Akershus,dam,59.90502,11.07121,False,,,,,,False,0,5,0,False,,,,,,
p840,Klasdammen,Akershus,dam,59.90196,11.08285,False,,,,,,False,0,5,0,False,,,,,,
p841,Skovholtdammen,Akershus,dam,59.89827,11.08383,False,,,,,,False,0,5,0,False,,,,,,
p842,Tunsbergdals dam,Vestland,dam,61.46689,7.18072,False,,,,,,False,0,5,2,False,Dam Tunsbergdalsvatn (1) 2025.jpg: L1: Unknown or restricted license: cc by-sa 4.0; Dam Tunsbergdalsvatn (3) 2025.jpg: L1: Unknown or restricted license: cc by-sa 4.0,,,,,
p843,Styggevassdammen,Vestland,dam,61.76327,7.46537,False,,,,,,False,0,5,5,False,P1000310 Styggevatnet.JPG: L1: Unknown or restricted license: cc by 3.0; P1000345Styggevatnet.JPG: L1: Unknown or restricted license: cc by 3.0; Styggevatnet 89 (2).JPG: L1: Unknown or restricted license: cc by-sa 4.0,,,,,
p844,Smådøla,Innlandet,dam,61.73506,8.92447,False,,,,,,False,0,5,0,False,,,,,,
p845,Camera Obscura,Trøndelag,geology,63.43444,10.40653,False,,,,,,False,0,5,0,False,,,,,,
p846,Jettegryter,Møre og Romsdal,geology,62.39427,8.35245,False,,,,,,False,0,5,0,False,,,,,,
p847,Jettegryter – Fredrikstad,Østfold,geology,59.21776,11.07908,False,,,,,,False,0,5,0,False,,,,,,
p848,Hunn (Steinringfeltet),Østfold,geology,59.21764,11.07646,False,,,,,,False,0,5,0,False,,,,,,
p849,Stalheimsfossen,Vestland,geology,60.83532,6.68694,False,,,,,,False,0,5,0,False,,,,,,
p850,KNM Utstein,Vestfold,geology,59.42576,10.48789,False,,,,,,False,0,5,0,False,,,,,,
